id_venue,name_venue,type_venue
id_DPM/SETOP/QASA,DPM/SETOP/QASA,proceed
id_DPPI,DPPI,proceed
id_DPTA,DPTA,proceed
id_DRCN,DRCN,proceed
id_DRMTICS,DRMTICS,proceed
id_DRR,DRR,proceed
id_DRW,DRW,proceed
id_DS,DS,proceed
id_DS-1,DS-1,proceed
id_DS-2,DS-2,proceed
id_DS-3,DS-3,proceed
id_DS-4,DS-4,proceed
id_DS-5,DS-5,proceed
id_DS-6,DS-6,proceed
id_DS-7,DS-7,proceed
id_DS-8,DS-8,proceed
id_DS-9,DS-9,proceed
id_DS-RT,DS-RT,proceed
id_DS@CONTEXT,DS@CONTEXT,proceed
id_DS@MoDELS,DS@MoDELS,proceed
id_DSAA,DSAA,proceed
id_DSAI,DSAI,proceed
id_DSAL@AOSD,DSAL@AOSD,proceed
id_DSC,DSC,proceed
id_DSD,DSD,proceed
id_DSDE,DSDE,proceed
id_DSDIS,DSDIS,proceed
id_DSDM,DSDM,proceed
id_DSIA,DSIA,proceed
id_DSIT,DSIT,proceed
id_DSL,DSL,proceed
id_DSM@SPLASH,DSM@SPLASH,proceed
id_DSML,DSML,proceed
id_DSMM,DSMM,proceed
id_DSMM@SIGMOD,DSMM@SIGMOD,proceed
id_DSN,DSN,proceed
id_DSN (Industry Track),DSN (Industry Track),proceed
id_DSN (Supplements),DSN (Supplements),proceed
id_DSN Workshops,DSN Workshops,proceed
id_DSOM,DSOM,proceed
id_DSP,DSP,proceed
id_DSS,DSS,proceed
id_DSSCV,DSSCV,proceed
id_DSV-IS,DSV-IS,proceed
id_DSV-IS (2),DSV-IS (2),proceed
id_DSW,DSW,proceed
id_DTIS,DTIS,proceed
id_DTMBIO,DTMBIO,proceed
id_DTMBIO@CIKM,DTMBIO@CIKM,proceed
id_DTP@ICFP,DTP@ICFP,proceed
id_DTUC,DTUC,proceed
id_DUBMMSM,DUBMMSM,proceed
id_DUBMOD@CIKM,DUBMOD@CIKM,proceed
id_DUI@EICS,DUI@EICS,proceed
id_DUI@ICWE,DUI@ICWE,proceed
id_DUX,DUX,proceed
id_DVS-IS,DVS-IS,proceed
id_DWAI@AI*IA,DWAI@AI*IA,proceed
id_DX,DX,proceed
id_DX@Safeprocess,DX@Safeprocess,proceed
id_DYNAMO,DYNAMO,proceed
id_DaEng,DaEng,proceed
id_DaLí,DaLí,proceed
id_DaMaP,DaMaP,proceed
id_DaMoN,DaMoN,proceed
id_DaWaK,DaWaK,proceed
id_DaWak,DaWak,proceed
id_Dababase Replication,Dababase Replication,proceed
id_Dagstuhl Seminar on Distributed Systems,Dagstuhl Seminar on Distributed Systems,proceed
id_Dagstuhl Seminar on Graph Transformations in Computer Science,Dagstuhl Seminar on Graph Transformations in Computer Science,proceed
id_Dagstuhl Seminar on Operating Systems of the 90s and Beyond,Dagstuhl Seminar on Operating Systems of the 90s and Beyond,proceed
id_Dagstuhl Seminar on Parallelization in Inference Systems,Dagstuhl Seminar on Parallelization in Inference Systems,proceed
id_Dagstuhl Seminar on Partial Evaluation,Dagstuhl Seminar on Partial Evaluation,proceed
id_DanaC@SIGMOD,DanaC@SIGMOD,proceed
id_Dance Notations and Robot Motion,Dance Notations and Robot Motion,proceed
id_Das PLAKON-Buch,Das PLAKON-Buch,proceed
id_Das ist Informatik,Das ist Informatik,proceed
id_Data Always and Everywhere - Management of Mobile, Ubiquitous, Pervasive, and Sensor Data,Data Always and Everywhere - Management of Mobile, Ubiquitous, Pervasive, and Sensor Data,proceed
id_Data Analysis and Decision Support,Data Analysis and Decision Support,proceed
id_Data Analytics Approaches in Educational Games and Gamification Systems,Data Analytics Approaches in Educational Games and Gamification Systems,proceed
id_Data Association for Multi-Object Visual Tracking,Data Association for Multi-Object Visual Tracking,proceed
id_Data Base Design Techniques I,Data Base Design Techniques I,proceed
id_Data Base Design Techniques II,Data Base Design Techniques II,proceed
id_Data Base Techniques for Pictorial Applications,Data Base Techniques for Pictorial Applications,proceed
id_Data Bases for Interactive Design,Data Bases for Interactive Design,proceed
id_Data Classification: Algorithms and Applications,Data Classification: Algorithms and Applications,proceed
id_Data Cleaning,Data Cleaning,proceed
id_Data Cleaning: A Practical Perspective,Data Cleaning: A Practical Perspective,proceed
id_Data Clustering: Algorithms and Applications,Data Clustering: Algorithms and Applications,proceed
id_Data Communication Networks and their Performance,Data Communication Networks and their Performance,proceed
id_Data Communication Systems and their Performance,Data Communication Systems and their Performance,proceed
id_Data Communications and their Performance,Data Communications and their Performance,proceed
id_Data Compression Conference,Data Compression Conference,proceed
id_Data Depth: Robust Multivariate Analysis, Computational Geometry and Applications,Data Depth: Robust Multivariate Analysis, Computational Geometry and Applications,proceed
id_Data Exchange, Information, and Streams,Data Exchange, Information, and Streams,proceed
id_Data Exploration Using Example-Based Methods,Data Exploration Using Example-Based Methods,proceed
id_Data Fusion and Perception,Data Fusion and Perception,proceed
id_Data Integration: The Relational Logic Approach,Data Integration: The Relational Logic Approach,proceed
id_Data Intensive Storage Services for Cloud Environments,Data Intensive Storage Services for Cloud Environments,proceed
id_Data Management in Machine Learning Systems,Data Management in Machine Learning Systems,proceed
id_Data Management in Pervasive Systems,Data Management in Pervasive Systems,proceed
id_Data Management in a Connected World,Data Management in a Connected World,proceed
id_Data Management in the Cloud,Data Management in the Cloud,proceed
id_Data Mining,Data Mining,proceed
id_Data Mining and Constraint Programming,Data Mining and Constraint Programming,proceed
id_Data Mining and Knowledge Discovery Handbook,Data Mining and Knowledge Discovery Handbook,proceed
id_Data Mining and Knowledge Discovery Handbook, 2nd ed.,Data Mining and Knowledge Discovery Handbook, 2nd ed.,proceed
id_Data Mining and Knowledge Discovery: Theory, Tools, and Technology,Data Mining and Knowledge Discovery: Theory, Tools, and Technology,proceed
id_Data Mining and Market Intelligence,Data Mining and Market Intelligence,proceed
id_Data Mining and Multi-agent Integration,Data Mining and Multi-agent Integration,proceed
id_Data Mining for Business Applications,Data Mining for Business Applications,proceed
id_Data Mining for Social Network Data,Data Mining for Social Network Data,proceed
id_Data Mining in Bioinformatics,Data Mining in Bioinformatics,proceed
id_Data Mining, Intrusion Detection, Information Assurance, and Data Networks Security,Data Mining, Intrusion Detection, Information Assurance, and Data Networks Security,proceed
id_Data Mining, Intrusion Detection, Information Security and Assurance, and Data Networks Security,Data Mining, Intrusion Detection, Information Security and Assurance, and Data Networks Security,proceed
id_Data Mining: Foundations and Practice,Data Mining: Foundations and Practice,proceed
id_Data Networks with Satellites,Data Networks with Satellites,proceed
id_Data Processing Clinic,Data Processing Clinic,proceed
id_Data Processing on FPGAs,Data Processing on FPGAs,proceed
id_Data Profiling,Data Profiling,proceed
id_Data Protection from Insider Threats,Data Protection from Insider Threats,proceed
id_Data Protection in a Profiled World,Data Protection in a Profiled World,proceed
id_Data Representations, Transformations, and Statistics for Visual Reasoning,Data Representations, Transformations, and Statistics for Visual Reasoning,proceed
id_Data Science and Classification,Data Science and Classification,proceed
id_Data Science for Healthcare,Data Science for Healthcare,proceed
id_Data Security for Health Care (1),Data Security for Health Care (1),proceed
id_Data Stream Management,Data Stream Management,proceed
id_Data Streams - Models and Algorithms,Data Streams - Models and Algorithms,proceed
id_Data Structures,Data Structures,proceed
id_Data Structures and Efficient Algorithm,Data Structures and Efficient Algorithm,proceed
id_Data Structures and Efficient Algorithms,Data Structures and Efficient Algorithms,proceed
id_Data Structures, Near Neighbor Searches, and Methodology,Data Structures, Near Neighbor Searches, and Methodology,proceed
id_Data Traffic Monitoring and Analysis,Data Traffic Monitoring and Analysis,proceed
id_Data Types and Persistence (Appin),Data Types and Persistence (Appin),proceed
id_Data Types and Persistence (Appin), Informal Proceedings,Data Types and Persistence (Appin), Informal Proceedings,proceed
id_Data Visualization: The State of the Art,Data Visualization: The State of the Art,proceed
id_Data Warehousing,Data Warehousing,proceed
id_Data for Refugees Challenge,Data for Refugees Challenge,proceed
id_Data-Intensive Text Processing with MapReduce,Data-Intensive Text Processing with MapReduce,proceed
id_Data-Intensive Workflow Management,Data-Intensive Workflow Management,proceed
id_Data4U@VLDB,Data4U@VLDB,proceed
id_DataCloud@SC,DataCloud@SC,proceed
id_DataTV@TVX,DataTV@TVX,proceed
id_Database Anonymization,Database Anonymization,proceed
id_Database Integrity,Database Integrity,proceed
id_Database Machine Performance,Database Machine Performance,proceed
id_Database Mechanisms for Mobile Applications,Database Mechanisms for Mobile Applications,proceed
id_Database Repairing and Consistent Query Answering,Database Repairing and Consistent Query Answering,proceed
id_Database Support for Data Mining Applications,Database Support for Data Mining Applications,proceed
id_Database System Concepts, 4th Edition.,Database System Concepts, 4th Edition.,proceed
id_Database Technologies: Concepts, Methodologies, Tools, and Applications,Database Technologies: Concepts, Methodologies, Tools, and Applications,proceed
id_Database Transaction Models for Advanced Applications,Database Transaction Models for Advanced Applications,proceed
id_Databases and Applications,Databases and Applications,proceed
id_Databases for Business and Office Applications,Databases for Business and Office Applications,proceed
id_Databases in Telecommunications,Databases in Telecommunications,proceed
id_Datacenter Design and Management,Datacenter Design and Management,proceed
id_Datalog,Datalog,proceed
id_Datenbanken in Rechnernetzen mit Kleinrechnern,Datenbanken in Rechnernetzen mit Kleinrechnern,proceed
id_Datenbankhandbuch,Datenbankhandbuch,proceed
id_Datenbanktechnologie,Datenbanktechnologie,proceed
id_Datenschutz und Datensicherung,Datenschutz und Datensicherung,proceed
id_Datenverarbeitung im Marketing,Datenverarbeitung im Marketing,proceed
id_DeLFI,DeLFI,proceed
id_DeLFI WOrkshops,DeLFI WOrkshops,proceed
id_DeLFI Workshops,DeLFI Workshops,proceed
id_DeLFI/GMW Workshops,DeLFI/GMW Workshops,proceed
id_DeMobile@SIGSOFT FSE,DeMobile@SIGSOFT FSE,proceed
id_DeRiVE@ESWC,DeRiVE@ESWC,proceed
id_DeRiVE@ISWC,DeRiVE@ISWC,proceed
id_DeSE,DeSE,proceed
id_DeSemWeb@ISWC,DeSemWeb@ISWC,proceed
id_Dec3D,Dec3D,proceed
id_Decentralized and Distributed Systems,Decentralized and Distributed Systems,proceed
id_Decidability of Parameterized Verification,Decidability of Parameterized Verification,proceed
id_Decision Economics@DCAI,Decision Economics@DCAI,proceed
id_Decision Making,Decision Making,proceed
id_Decision Making and Imperfection,Decision Making and Imperfection,proceed
id_Decision Procedures in Software, Hardware and Bioware,Decision Procedures in Software, Hardware and Bioware,proceed
id_Decision Support - An Examination of the DSS Discipline,Decision Support - An Examination of the DSS Discipline,proceed
id_Decision Support Systems: Experiences and Expectations,Decision Support Systems: Experiences and Expectations,proceed
id_Decision Support for Global Enterprises,Decision Support for Global Enterprises,proceed
id_Decision Support in Public Administration,Decision Support in Public Administration,proceed
id_Decision Theory and Multi-Agent Planning,Decision Theory and Multi-Agent Planning,proceed
id_Decision Tree and Ensemble Learning Based on Ant Colony Optimization,Decision Tree and Ensemble Learning Based on Ant Colony Optimization,proceed
id_Decision-making Process,Decision-making Process,proceed
id_Decisions@RecSys,Decisions@RecSys,proceed
id_Decisions@Recsys,Decisions@Recsys,proceed
id_Declarative Logic Programming,Declarative Logic Programming,proceed
id_Declarative Programming,Declarative Programming,proceed
id_Deduction and Applications,Deduction and Applications,proceed
id_Deduction and Decision Procedures,Deduction and Decision Procedures,proceed
id_Deductive Databases / Abduction in Deductive Databases,Deductive Databases / Abduction in Deductive Databases,proceed
id_Deductive Software Verification,Deductive Software Verification,proceed
id_Deep Blue Versus Kasparov: The Significance for Artificial Intelligence,Deep Blue Versus Kasparov: The Significance for Artificial Intelligence,proceed
id_Deep Learning and Convolutional Neural Networks for Medical Image Computing,Deep Learning and Convolutional Neural Networks for Medical Image Computing,proceed
id_Deep Learning and Convolutional Neural Networks for Medical Imaging and Clinical Informatics,Deep Learning and Convolutional Neural Networks for Medical Imaging and Clinical Informatics,proceed
id_Deep Learning for Medical Image Analysis,Deep Learning for Medical Image Analysis,proceed
id_Deep Web Query Interface Understanding and Integration,Deep Web Query Interface Understanding and Integration,proceed
id_DeepRLStructPred@ICLR,DeepRLStructPred@ICLR,proceed
id_Delay and Disruption-Tolerant Networking (DTN) II,Delay and Disruption-Tolerant Networking (DTN) II,proceed
id_Demarcating User eXperience,Demarcating User eXperience,proceed
id_Demos/Posters/StudentResearch@MoDELS,Demos/Posters/StudentResearch@MoDELS,proceed
id_Demos@MoDELS,Demos@MoDELS,proceed
id_Demystifying OWL for the Enterprise,Demystifying OWL for the Enterprise,proceed
id_DepCoS-RELCOMEX,DepCoS-RELCOMEX,proceed
id_DepLing,DepLing,proceed
id_DependSys,DependSys,proceed
id_Dependability Metrics,Dependability Metrics,proceed
id_Dependable Software Systems Engineering,Dependable Software Systems Engineering,proceed
id_Dependable and Historic Computing,Dependable and Historic Computing,proceed
id_Dependence Logic,Dependence Logic,proceed
id_Dependency Parsing,Dependency Parsing,proceed
id_Dependently Typed Programming,Dependently Typed Programming,proceed
id_Description Logic Handbook,Description Logic Handbook,proceed
id_Description Logic, Theory Combination, and All That,Description Logic, Theory Combination, and All That,proceed
id_Description Logics,Description Logics,proceed
id_Descriptive Complexity and Finite Models,Descriptive Complexity and Finite Models,proceed
id_Design Methodology for Intelligent Technical Systems,Design Methodology for Intelligent Technical Systems,proceed
id_Design and Advanced Robust Chassis Dynamics Control for X-by-Wire Unmanned Ground Vehicle,Design and Advanced Robust Chassis Dynamics Control for X-by-Wire Unmanned Ground Vehicle,proceed
id_Design and Analysis of Randomized and Approximation Algorithms,Design and Analysis of Randomized and Approximation Algorithms,proceed
id_Design and Deployment of Small Cell Networks,Design and Deployment of Small Cell Networks,proceed
id_Design and Development of Radio Frequency Identification (RFID) and RFID-Enabled Sensors on Flexible Low Cost Substrates,Design and Development of Radio Frequency Identification (RFID) and RFID-Enabled Sensors on Flexible Low Cost Substrates,proceed
id_Design and Development of Training Games,Design and Development of Training Games,proceed
id_Design and Implementation of Programming Languages,Design and Implementation of Programming Languages,proceed
id_Design and Validation of Concurrent Systems,Design and Validation of Concurrent Systems,proceed
id_Design and Verification of Microprocessor Systems for High-Assurance Applications,Design and Verification of Microprocessor Systems for High-Assurance Applications,proceed
id_Design and the Digital Divide,Design and the Digital Divide,proceed
id_Design of Intelligent Systems Based on Fuzzy Logic, Neural Networks and Nature-Inspired Optimization,Design of Intelligent Systems Based on Fuzzy Logic, Neural Networks and Nature-Inspired Optimization,proceed
id_Design of Reconfigurable Antennas Using Graph Models,Design of Reconfigurable Antennas Using Graph Models,proceed
id_Design of Systems with Predictable Behaviour,Design of Systems with Predictable Behaviour,proceed
id_Design, Representations, and Processing for Additive Manufacturing,Design, Representations, and Processing for Additive Manufacturing,proceed
id_Designed Technologies for Healthy Aging,Designed Technologies for Healthy Aging,proceed
id_Designing Asynchronous Circuits using NULL Convention Logic (NCL),Designing Asynchronous Circuits using NULL Convention Logic (NCL),proceed
id_Designing Augmented Reality Environments,Designing Augmented Reality Environments,proceed
id_Designing Correct Circuits,Designing Correct Circuits,proceed
id_Designing Development: Case Study of an International Education and Outreach Program,Designing Development: Case Study of an International Education and Outreach Program,proceed
id_Designing Effective and Usable Multimedia Systems,Designing Effective and Usable Multimedia Systems,proceed
id_Designing Information Spaces,Designing Information Spaces,proceed
id_Designing Information Systems,Designing Information Systems,proceed
id_Designing Personalized User Experiences in eCommerce,Designing Personalized User Experiences in eCommerce,proceed
id_Designing Smart Homes,Designing Smart Homes,proceed
id_Designing Socially Embedded Technologies in the Real-World,Designing Socially Embedded Technologies in the Real-World,proceed
id_Designing Ubiquitous Information Environments,Designing Ubiquitous Information Environments,proceed
id_Designing and Evaluating Usable Technology in Industrial Research,Designing and Evaluating Usable Technology in Industrial Research,proceed
id_Designing for Digital Reading,Designing for Digital Reading,proceed
id_Designing for User Engagement,Designing for User Engagement,proceed
id_Designing for the User Experience in Learning Systems,Designing for the User Experience in Learning Systems,proceed
id_Despeckle Filtering Algorithms and Software for Ultrasound Imaging,Despeckle Filtering Algorithms and Software for Ultrasound Imaging,proceed
